montant_cible,duree_mois,wallet_solde,total_contributions,nb_contributions,pct_progres,avg_contrib,freq_contrib_mois,jours_depuis_debut,jours_sans_contrib,reste_a_atteindre,ratio_solde_cible,atteint,pct_final_predit,jours_restants
4970.72,12,8136.52,2785.5,6,56.04,464.25,3.7667,284,78,2185.22,1.6369,1,58.74,17.7
5708.84,18,6599.14,158.4,3,2.77,52.8,0.2825,859,154,5550.44,1.156,0,11.58,702.4
4409.17,12,1368.15,906.32,4,20.56,226.58,1.3466,85,14,3502.85,0.3103,0,29.24,362.3
3757.81,18,3448.85,3757.81,23,100.0,353.98,1.8089,448,18,0.0,0.9178,1,86.97,0.0
2625.81,18,9288.03,0.0,0,0.0,0.0,0.0,741,89,2625.81,3.5372,0,8.19,698.3
5609.83,3,2323.69,0.0,0,0.0,0.0,0.0,869,179,5609.83,0.4142,0,12.02,730.0
5223.17,6,3784.45,3998.68,14,76.56,285.62,1.832,708,25,1224.49,0.7246,1,62.94,23.7
462.27,18,4377.56,462.27,19,100.0,327.98,3.0251,298,153,0.0,9.4697,1,78.64,0.0
352.93,24,4450.11,352.93,18,100.0,357.82,2.1735,549,153,0.0,12.609,1,73.04,32.0
2383.49,18,6168.1,2383.49,28,100.0,199.16,2.1974,701,173,0.0,2.5878,1,85.17,13.1
4901.21,9,9436.45,2615.04,9,53.35,290.56,1.1846,262,91,2286.17,1.9253,1,42.04,3.1
5926.2,6,2482.86,5926.2,27,100.0,236.33,0.9461,135,176,0.0,0.419,1,71.31,0.0
1072.42,9,1302.86,1072.42,17,100.0,342.59,1.2232,186,81,0.0,1.2149,1,69.59,0.0
3645.96,6,2054.96,3645.96,27,100.0,300.11,2.2697,46,180,0.0,0.5636,1,76.47,8.6
2409.17,9,8880.56,544.72,2,22.61,272.36,0.2137,419,130,1864.45,3.6861,0,17.9,730.0
5825.5,18,6493.53,1397.7,10,23.99,139.77,3.6383,620,193,4427.8,1.1147,1,32.15,0.0
5084.29,18,2930.48,293.58,14,5.77,20.97,0.7095,619,41,4790.71,0.5764,0,9.29,713.9
5062.31,3,8177.87,2692.56,26,53.19,103.56,0.9583,136,18,2369.75,1.6154,1,47.88,0.0
2918.42,24,8627.56,2209.51,29,75.71,76.19,2.1213,492,16,708.91,2.9562,1,51.27,27.9
2605.95,9,8480.49,2355.6,10,90.39,235.56,2.8694,177,160,250.35,3.2543,1,68.26,0.0
1785.76,12,9197.37,1785.76,16,100.0,313.88,0.4733,601,75,0.0,5.1504,1,71.22,22.8
526.98,3,2597.19,526.98,16,100.0,122.28,1.339,303,176,0.0,4.9284,1,79.85,0.8
5215.39,9,7574.92,2353.75,5,45.13,470.75,3.8778,854,183,2861.64,1.4524,1,50.15,0.0
4914.83,9,4659.34,92.84,4,1.89,23.21,1.1231,647,62,4821.99,0.948,0,0.0,720.8
5998.36,3,8435.79,2734.9,7,45.59,390.7,1.3209,352,130,3263.46,1.4063,0,44.72,201.9
5980.49,18,7312.06,320.1,1,5.35,320.1,3.3623,319,106,5660.39,1.2227,0,19.6,193.8
3421.5,9,7786.83,2989.65,15,87.38,199.31,0.2958,671,48,431.85,2.2759,1,56.77,0.0
4660.13,18,6596.0,840.37,19,18.03,44.23,1.912,537,54,3819.76,1.4154,0,24.79,673.6
5679.64,3,1856.54,5679.64,23,100.0,321.19,1.5805,549,153,0.0,0.3269,1,71.15,0.0
5127.95,18,5495.77,2255.99,11,43.99,205.09,1.3347,428,98,2871.96,1.0717,0,32.22,337.4
1634.62,6,9848.23,1634.62,5,100.0,469.41,1.2142,453,199,0.0,6.0248,1,68.0,0.0
2813.16,12,9380.14,0.0,0,0.0,0.0,0.0,694,51,2813.16,3.3344,0,9.29,730.0
949.12,9,527.42,949.12,3,100.0,471.03,1.3278,567,99,0.0,0.5557,1,78.76,24.3
5733.5,24,1731.67,2013.28,16,35.11,125.83,0.2679,849,116,3720.22,0.302,0,27.3,730.0
3715.81,12,1404.11,3715.81,12,100.0,368.35,3.1458,245,117,0.0,0.3779,1,72.94,0.0
1526.13,18,7287.2,1526.13,17,100.0,316.28,1.6531,448,6,0.0,4.775,1,85.81,1.1
4095.86,9,8196.07,1499.68,4,36.61,374.92,1.8312,223,45,2596.18,2.0011,0,37.4,125.7
3785.14,18,2213.76,3568.16,29,94.27,123.04,3.585,94,45,216.98,0.5849,1,76.39,9.2
2277.34,6,5107.94,2277.34,23,100.0,339.2,2.6664,803,99,0.0,2.2429,1,82.29,34.8
858.63,3,8422.96,858.63,23,100.0,259.06,0.1314,753,143,0.0,9.8098,1,71.05,0.0
4095.12,9,7354.74,4095.12,26,100.0,376.56,3.7784,94,151,0.0,1.796,1,90.52,0.0
3217.78,6,5468.15,353.96,2,11.0,176.98,1.0249,498,188,2863.82,1.6994,0,9.9,444.1
4679.45,6,5944.44,4472.3,10,95.57,447.23,0.5197,74,53,207.15,1.2703,1,65.31,0.0
3216.95,9,5132.77,725.52,12,22.55,60.46,3.0957,655,61,2491.43,1.5955,0,36.88,403.3
5142.65,18,3045.73,1222.35,3,23.77,407.45,2.0519,672,128,3920.3,0.5922,0,28.06,136.0
3401.06,24,5693.72,3401.06,25,100.0,433.43,1.7917,636,48,0.0,1.6741,1,82.02,0.7
3453.44,6,6919.96,3453.44,26,100.0,412.28,1.0731,73,24,0.0,2.0038,1,73.42,0.0
5284.59,12,8745.9,3459.43,13,65.46,266.11,2.2351,352,9,1825.16,1.655,1,59.72,0.0
2540.2,6,6399.28,2540.2,21,100.0,230.42,1.1701,884,117,0.0,2.5192,1,76.13,12.3
977.29,24,7635.1,977.29,10,100.0,498.21,3.6162,361,143,0.0,7.8125,1,81.36,0.0
366.94,18,1684.71,366.94,26,100.0,130.0,0.9393,167,185,0.0,4.5912,1,70.89,0.0
4579.8,18,4669.42,2542.5,9,55.52,282.5,3.549,598,199,2037.3,1.0196,1,55.72,15.7
3797.8,12,192.38,3797.8,18,100.0,341.92,2.2817,500,156,0.0,0.0507,1,83.91,0.0
4283.66,6,2542.12,4283.66,17,100.0,356.42,3.3311,667,91,0.0,0.5934,1,87.3,7.8
1435.19,18,7291.97,589.65,5,41.09,117.93,2.8801,864,133,845.54,5.0808,1,43.05,0.0
990.95,24,9918.92,990.95,26,100.0,333.92,2.8171,472,143,0.0,10.0095,1,75.49,0.0
284.36,9,1081.86,284.36,28,100.0,412.82,1.3649,234,147,0.0,3.8045,1,65.2,11.5
2233.41,3,4074.79,616.14,14,27.59,44.01,1.0122,322,79,1617.27,1.8245,0,25.56,704.4
3621.52,3,8020.7,3621.52,20,100.0,457.53,0.9225,624,70,0.0,2.2147,1,66.95,14.9
2475.02,3,2119.95,990.64,29,40.03,34.16,3.443,868,77,1484.38,0.8565,0,50.01,379.5
2737.35,6,5595.34,1717.83,9,62.76,190.87,3.2997,822,42,1019.52,2.0441,1,52.38,25.1
5444.12,12,7357.41,110.36,4,2.03,27.59,1.8182,475,153,5333.76,1.3514,0,20.19,730.0
2219.88,18,6198.26,1425.75,25,64.23,57.03,0.6164,97,89,794.13,2.7922,1,48.77,0.0
3181.14,9,1961.44,3181.14,28,100.0,457.36,1.5908,892,77,0.0,0.6166,1,75.04,34.6
4745.19,24,3618.31,761.32,4,16.04,190.33,2.5154,312,198,3983.87,0.7625,0,33.93,229.9
2499.95,9,7859.54,2015.01,9,80.6,223.89,1.8722,689,160,484.94,3.1439,1,68.37,0.0
3808.1,24,5586.84,3330.99,27,87.47,123.37,3.1427,444,25,477.11,1.4671,1,73.34,19.1
5201.71,6,151.77,1226.44,4,23.58,306.61,3.9907,691,120,3975.27,0.0292,0,39.66,59.9
5707.22,3,7633.81,611.02,2,10.71,305.51,0.8454,144,44,5096.2,1.3376,0,2.21,620.7
1053.03,6,449.58,1053.03,22,100.0,198.66,1.8926,59,62,0.0,0.4269,1,81.68,0.0
5574.21,12,7482.76,899.3,5,16.13,179.86,1.7808,441,194,4674.91,1.3424,0,19.69,428.8
3054.27,12,2104.56,1334.34,3,43.69,444.78,1.2875,349,179,1719.93,0.6891,0,26.24,95.9
1697.82,24,9584.93,1697.82,17,100.0,203.98,0.8726,356,67,0.0,5.6454,1,64.33,0.0
2862.99,18,3742.61,2862.99,27,100.0,256.88,0.3562,655,153,0.0,1.3072,1,71.49,15.8
5884.19,18,3336.62,1247.92,8,21.21,155.99,3.5598,356,1,4636.27,0.567,1,51.21,0.0
3057.18,24,1573.99,3057.18,16,100.0,397.65,1.7374,658,141,0.0,0.5149,1,75.53,14.5
2106.76,12,3125.48,2106.76,28,100.0,210.78,2.0379,254,107,0.0,1.4835,1,72.32,16.1
3873.72,12,8778.84,3198.36,12,82.57,266.53,3.6761,118,29,675.36,2.2663,1,68.62,20.6
1592.84,12,9963.71,1592.84,26,100.0,141.61,3.1275,834,48,0.0,6.2553,1,90.84,0.0
640.01,6,3746.26,640.01,14,100.0,494.08,0.609,808,139,0.0,5.8534,1,70.9,0.0
947.5,12,4541.25,947.5,29,100.0,159.92,2.3051,542,43,0.0,4.7929,1,77.18,0.0
942.67,9,7248.5,942.67,19,100.0,389.96,1.8248,99,160,0.0,7.6893,1,73.11,0.0
1081.04,3,8873.34,1081.04,16,100.0,225.2,3.2091,305,12,0.0,8.2082,1,87.61,0.0
1005.2,12,5971.14,1005.2,12,100.0,118.98,2.9245,121,77,0.0,5.9403,1,85.77,0.0
3917.07,24,3976.1,3917.07,15,100.0,403.87,2.7926,822,125,0.0,1.0151,1,77.27,4.7
1254.9,3,4184.96,1254.9,21,100.0,180.13,1.4281,598,97,0.0,3.3349,1,67.86,56.0
2204.87,6,6986.62,1305.87,3,59.23,435.29,3.2394,186,25,899.0,3.1687,1,52.48,11.0
5401.37,24,131.86,1837.28,4,34.02,459.32,0.3043,352,148,3564.09,0.0244,0,21.6,730.0
2948.98,3,6233.93,1730.88,4,58.69,432.72,0.7225,669,155,1218.1,2.1139,1,39.03,0.0
4071.83,24,3619.38,294.4,8,7.23,36.8,1.4089,110,47,3777.43,0.8889,0,21.24,730.0
1199.46,6,7962.55,1199.46,16,100.0,397.94,0.3995,767,167,0.0,6.6384,1,64.88,0.0
1315.28,9,1020.61,1315.28,12,100.0,217.44,1.0165,638,65,0.0,0.776,1,64.85,53.7
437.04,6,5923.2,437.04,1,100.0,439.39,3.3376,613,86,0.0,13.553,1,79.06,0.0
1179.82,6,4861.63,1179.82,12,100.0,326.22,3.7982,410,78,0.0,4.1207,1,86.87,0.0
1815.82,24,6459.02,1815.82,21,100.0,420.15,1.2879,37,22,0.0,3.5571,1,63.62,15.9
1226.66,18,742.05,1226.66,20,100.0,259.73,1.1316,546,80,0.0,0.6049,1,71.49,4.1
714.47,12,5841.84,714.47,26,100.0,276.81,1.1916,67,47,0.0,8.1765,1,65.47,0.0
899.69,12,5658.7,899.69,22,100.0,89.31,1.1831,507,123,0.0,6.2896,1,77.89,19.2
2872.52,9,5650.53,2872.52,18,100.0,396.31,0.2401,306,129,0.0,1.9671,1,67.02,0.0
1396.74,9,6074.53,442.62,2,31.69,221.31,3.715,143,83,954.12,4.3491,1,53.49,0.0
2312.77,12,6797.03,2312.77,9,100.0,260.04,0.9334,340,19,0.0,2.9389,1,69.46,4.6
3119.82,18,8069.39,396.85,1,12.72,396.85,1.738,258,186,2722.97,2.5865,0,3.04,83.8
4204.29,12,2771.23,3689.4,12,87.75,307.45,0.1378,559,45,514.89,0.6591,1,65.15,0.0
428.01,18,8267.99,428.01,18,100.0,116.53,3.446,84,130,0.0,19.3173,1,88.19,21.7
4836.58,9,5032.73,4836.58,25,100.0,303.31,2.9515,663,182,0.0,1.0406,1,85.99,0.0
3841.82,3,862.88,3450.56,16,89.82,215.66,3.7923,843,11,391.26,0.2246,1,76.12,0.0
674.2,24,679.65,674.2,20,100.0,245.37,3.1483,177,39,0.0,1.0081,1,83.68,32.2
5266.76,9,3408.96,436.67,13,8.29,33.59,1.3235,780,65,4830.09,0.6473,0,14.26,728.2
5541.06,9,7870.48,1328.91,11,23.98,120.81,1.0667,512,99,4212.15,1.4204,0,20.8,725.8
554.25,6,7106.04,554.25,20,100.0,154.9,2.8211,894,77,0.0,12.821,1,73.25,17.9
1805.89,6,7907.29,1805.89,11,100.0,362.22,1.52,364,15,0.0,4.3786,1,87.96,0.0
4875.97,6,5220.96,255.2,10,5.23,25.52,2.3082,234,82,4620.77,1.0708,0,21.43,730.0
4539.91,24,4457.97,1297.26,6,28.57,216.21,0.1244,673,161,3242.65,0.982,0,21.42,730.0
1270.22,6,1559.78,1270.22,3,100.0,463.53,0.3414,540,43,0.0,1.228,1,73.62,36.6
1414.23,18,3349.11,1326.6,18,93.8,73.7,2.1879,155,133,87.63,2.3682,1,77.32,0.0
2348.74,12,4396.79,0.0,0,0.0,0.0,0.0,250,191,2348.74,1.872,0,0.0,730.0
3010.23,3,977.14,3010.23,27,100.0,397.53,3.0307,893,99,0.0,0.3246,1,89.43,11.1
3785.88,9,2284.06,3785.88,23,100.0,472.42,0.6147,353,21,0.0,0.6033,1,72.95,0.0
2339.7,18,6022.43,2339.7,28,100.0,378.45,2.1014,758,17,0.0,2.574,1,74.41,0.0
2882.7,3,7383.06,731.74,2,25.38,365.87,0.8583,44,11,2150.96,2.5612,0,25.6,189.5
4535.33,18,9983.64,4535.33,12,100.0,416.71,0.4635,711,179,0.0,2.2013,1,66.58,5.8
412.76,18,9337.82,412.76,14,100.0,234.18,1.7009,10,122,0.0,22.6229,1,76.25,8.7
1664.13,9,6461.4,406.81,1,24.45,406.81,0.737,162,116,1257.32,3.8827,0,23.31,124.6
4337.43,12,4270.36,238.2,10,5.49,23.82,0.9649,438,50,4099.23,0.9845,0,16.2,729.0
5392.2,6,6398.16,1391.37,3,25.8,463.79,1.3385,517,70,4000.83,1.1866,0,21.57,190.8
3167.73,24,7877.95,3167.73,18,100.0,232.79,1.1116,135,47,0.0,2.4869,1,73.49,20.6
3286.26,12,1271.53,3286.26,28,100.0,285.62,0.4416,500,18,0.0,0.3869,1,77.73,0.0
821.6,24,4158.06,821.6,16,100.0,142.34,0.4507,491,5,0.0,5.0609,1,74.82,5.4
2794.99,9,8414.04,752.82,2,26.93,376.41,0.8537,354,83,2042.17,3.0104,0,23.61,174.2
3289.18,9,3899.95,1533.33,27,46.62,56.79,0.2972,747,154,1755.85,1.1857,0,42.16,711.9
1606.33,9,5761.54,1606.33,17,100.0,438.87,2.5432,230,52,0.0,3.5868,1,83.45,23.5
1761.61,3,5918.92,1761.61,7,100.0,417.5,1.2206,732,106,0.0,3.3599,1,64.95,0.0
2388.25,24,1926.31,2388.25,21,100.0,123.71,1.191,34,100,0.0,0.8066,1,68.17,0.0
316.41,12,3686.13,316.41,24,100.0,408.48,1.3948,537,47,0.0,11.6499,1,76.82,39.2
2068.06,12,3411.66,2068.06,23,100.0,397.45,2.6849,191,134,0.0,1.6497,1,83.22,16.8
1426.4,18,359.35,1426.4,25,100.0,323.46,3.4955,508,186,0.0,0.2519,1,86.79,0.0
2099.48,18,339.5,2099.48,18,100.0,199.29,3.0604,850,68,0.0,0.1617,1,94.17,0.0
894.62,18,8333.8,601.28,4,67.21,150.32,2.9374,650,10,293.34,9.3155,1,58.22,0.0
5365.06,9,2803.4,787.56,6,14.68,131.26,1.9891,51,142,4577.5,0.5225,0,21.1,552.0
3642.84,12,5228.98,3458.6,20,94.94,172.93,2.8058,490,191,184.24,1.4354,1,68.73,20.2
4138.79,24,3057.38,3175.97,7,76.74,453.71,2.2558,857,130,962.82,0.7387,1,69.22,13.7
4777.19,9,9412.72,1546.29,27,32.37,57.27,0.9434,757,121,3230.9,1.9703,0,22.71,730.0
3090.96,3,2667.04,1671.44,4,54.08,417.86,0.9135,881,68,1419.52,0.8629,0,45.92,96.1
704.14,18,4353.6,704.14,16,100.0,187.47,1.2559,448,22,0.0,6.1829,1,77.3,0.0
3315.22,9,8740.03,1081.48,4,32.62,270.37,3.6521,411,180,2233.74,2.6363,1,54.86,11.2
3603.68,9,8435.14,1204.05,3,33.41,401.35,2.2349,555,36,2399.63,2.3407,0,38.37,98.0
4523.55,3,1942.4,4523.55,21,100.0,444.5,2.9622,354,8,0.0,0.4294,1,80.99,32.1
2703.63,6,8046.17,2703.63,18,100.0,185.5,1.4516,54,14,0.0,2.9761,1,75.98,0.0
939.97,12,4636.05,939.97,26,100.0,241.68,1.6901,655,130,0.0,4.9321,1,71.34,0.0
1845.9,24,4881.39,1845.9,20,100.0,218.97,0.5897,30,92,0.0,2.6444,1,70.13,0.0
2305.88,6,1421.45,26.36,1,1.14,26.36,0.7681,643,197,2279.52,0.6164,0,4.35,730.0
3946.32,18,897.95,1620.5,10,41.06,162.05,3.3267,79,16,2325.82,0.2275,0,46.3,123.8
3510.51,9,7306.6,3510.51,21,100.0,240.41,2.3809,873,153,0.0,2.0814,1,74.79,0.0
2265.36,3,5014.97,2265.36,12,100.0,217.32,1.4164,882,148,0.0,2.2138,1,75.0,16.6
5921.79,3,4424.82,5131.42,14,86.65,366.53,3.2311,57,71,790.37,0.7472,1,79.83,0.0
3713.49,12,7322.13,2251.81,11,60.64,204.71,1.0614,500,148,1461.68,1.9718,1,37.52,27.8
1575.92,6,7678.58,1575.92,21,100.0,254.9,3.9065,560,120,0.0,4.8724,1,85.0,12.7
790.34,12,1673.19,790.34,20,100.0,226.21,1.4448,296,10,0.0,2.1171,1,74.51,0.0
1086.58,9,6141.23,1086.58,21,100.0,375.5,1.4155,19,165,0.0,5.6519,1,61.76,0.0
1626.55,12,1440.01,1626.55,10,100.0,434.23,1.3165,551,71,0.0,0.8853,1,81.6,0.0
1131.95,24,7538.61,1131.95,6,100.0,275.31,0.5762,765,105,0.0,6.6598,1,64.9,0.0
1282.09,3,6603.86,1282.09,27,100.0,398.93,0.5334,283,124,0.0,5.1509,1,63.51,0.0
1853.55,3,9570.48,649.84,4,35.06,162.46,2.6276,609,34,1203.71,5.1633,1,37.52,16.7
1205.57,18,782.68,1205.57,16,100.0,279.86,3.513,765,118,0.0,0.6492,1,86.76,0.0
5401.24,18,664.84,4271.33,23,79.08,185.71,3.183,390,13,1129.91,0.1231,1,66.72,7.8
665.36,9,2893.65,665.36,19,100.0,218.82,0.6503,338,13,0.0,4.349,1,73.8,11.4
3242.17,24,2690.89,2972.48,8,91.68,371.56,2.2278,488,9,269.69,0.83,1,74.96,5.1
2580.3,6,2545.09,2580.3,13,100.0,443.2,0.5118,24,139,0.0,0.9864,1,63.88,22.8
5897.8,12,9071.92,1958.0,25,33.2,78.32,0.2766,525,37,3939.8,1.5382,0,20.63,730.0
849.83,9,2570.51,849.83,11,100.0,324.63,2.6599,200,107,0.0,3.0247,1,73.38,2.2
2507.56,18,2792.3,1497.15,5,59.71,299.43,2.1871,177,118,1010.41,1.1136,1,45.67,8.1
5822.93,12,7618.04,1229.44,16,21.11,76.84,0.4199,530,33,4593.49,1.3083,0,18.18,712.4
5219.94,18,4552.42,2190.78,18,41.97,121.71,0.2363,630,168,3029.16,0.8721,0,24.56,709.6
4939.02,12,7789.43,3047.04,18,61.69,169.28,3.9601,146,9,1891.98,1.5771,1,72.88,20.7
1695.84,6,747.12,1695.84,25,100.0,100.13,0.2171,163,121,0.0,0.4406,1,66.66,18.0
1191.15,9,4926.95,1191.15,15,100.0,136.99,1.8337,397,144,0.0,4.1363,1,69.24,0.0
4078.13,12,432.77,1632.95,11,40.04,148.45,2.068,218,144,2445.18,0.1061,0,32.72,212.8
5590.38,24,720.27,1992.32,11,35.64,181.12,0.5574,281,194,3598.06,0.1288,0,31.78,717.0
3429.22,3,9073.73,3429.22,19,100.0,379.71,0.7593,152,189,0.0,2.646,1,69.17,0.0
3515.35,24,1478.53,1472.6,5,41.89,294.52,1.472,620,114,2042.75,0.4206,0,41.02,133.2
1823.88,24,5370.96,1823.88,22,100.0,493.4,3.0705,898,0,0.0,2.9448,1,89.59,3.2
4663.06,3,4169.85,4663.06,25,100.0,219.07,2.0776,829,11,0.0,0.8942,1,74.66,18.3
1284.85,24,3538.7,1145.58,3,89.16,381.86,2.5878,78,102,139.27,2.7542,1,79.08,9.2
2077.34,12,9008.35,2077.34,5,100.0,438.3,3.9422,256,3,0.0,4.3365,1,92.36,10.7
2667.53,12,316.05,2667.53,10,100.0,345.91,3.0952,270,169,0.0,0.1185,1,86.02,0.0
3144.14,12,6671.52,0.0,0,0.0,0.0,0.0,797,140,3144.14,2.1219,0,0.0,697.7
1605.98,3,9637.6,1605.98,29,100.0,381.73,1.8411,88,97,0.0,6.0011,1,80.44,0.0
866.05,24,5645.67,866.05,23,100.0,117.76,2.5132,667,105,0.0,6.5189,1,89.17,0.0
3741.6,3,9374.54,3741.6,22,100.0,177.23,2.6949,632,84,0.0,2.5055,1,79.21,16.8
1874.06,12,617.35,1874.06,14,100.0,282.41,2.0528,779,120,0.0,0.3294,1,74.58,0.0
3571.18,24,4246.05,3571.18,26,100.0,296.2,2.615,614,131,0.0,1.189,1,84.02,13.3
1095.3,24,2675.56,306.3,10,27.96,30.63,0.1918,534,81,789.0,2.4428,0,13.91,714.3
2990.61,18,7335.13,2990.61,24,100.0,473.65,1.7755,781,196,0.0,2.4527,1,83.74,0.0
3289.02,18,9814.84,3289.02,18,100.0,354.38,1.1879,630,18,0.0,2.9841,1,79.36,0.0
500.58,6,2639.65,500.58,17,100.0,257.94,0.6038,339,129,0.0,5.2732,1,63.63,45.2
2152.3,9,6576.33,2152.3,16,100.0,467.9,0.4882,198,11,0.0,3.0555,1,60.01,0.0
979.61,18,2061.17,979.61,18,100.0,230.77,2.4524,104,80,0.0,2.1041,1,73.91,13.8
567.57,3,5696.77,567.57,20,100.0,490.61,2.142,626,73,0.0,10.0371,1,72.13,0.0
5941.77,18,4692.93,3456.7,13,58.18,265.9,1.089,17,97,2485.07,0.7898,0,48.36,285.8
2069.65,6,9722.85,1946.36,26,94.04,74.86,1.9367,76,5,123.29,4.6978,1,88.49,7.0
4897.27,24,6124.42,4897.27,17,100.0,387.1,2.0197,505,135,0.0,1.2506,1,81.07,5.5
1676.92,6,3560.11,1676.92,27,100.0,345.87,0.8605,200,124,0.0,2.123,1,68.98,8.3
4152.72,24,1229.55,4152.72,18,100.0,391.03,2.6432,375,50,0.0,0.2961,1,82.57,10.5
4609.32,24,1597.34,4609.32,14,100.0,476.69,3.1456,777,10,0.0,0.3465,1,79.52,16.2
3654.7,9,2330.64,3654.7,14,100.0,392.71,3.1867,530,190,0.0,0.6377,1,89.61,0.0
2935.14,18,2584.57,940.32,3,32.04,313.44,2.4496,126,184,1994.82,0.8806,0,37.68,64.8
2588.68,3,8521.1,2588.68,6,100.0,431.51,2.0954,276,126,0.0,3.2917,1,81.44,1.0
2223.44,3,5656.11,2223.44,12,100.0,343.16,0.3379,620,139,0.0,2.5439,1,63.39,13.7
5591.27,12,5281.57,431.8,2,7.72,215.9,1.2225,494,72,5159.47,0.9446,0,11.51,585.1
5017.59,24,1236.21,5017.59,15,100.0,445.1,0.4638,518,1,0.0,0.2464,1,79.41,15.5
5797.16,3,8615.38,1012.08,8,17.46,126.51,3.8589,307,7,4785.08,1.4861,1,41.72,12.4
920.92,9,7255.86,920.92,7,100.0,363.03,0.6268,173,138,0.0,7.8789,1,65.72,0.0
4439.03,24,769.92,4439.03,19,100.0,443.15,0.6919,385,123,0.0,0.1734,1,73.05,0.0
5642.37,9,7107.57,4452.36,12,78.91,371.03,3.5693,662,52,1190.01,1.2597,1,69.15,0.0
1251.15,3,5481.03,1251.15,16,100.0,354.69,3.7813,277,9,0.0,4.3808,1,98.27,34.9
585.68,3,909.08,585.68,16,100.0,381.27,3.0867,558,111,0.0,1.5522,1,81.45,6.8
4498.5,12,4637.18,3891.68,16,86.51,243.23,0.1211,83,7,606.82,1.0308,1,60.18,0.0
3531.94,3,4898.49,0.0,0,0.0,0.0,0.0,517,35,3531.94,1.3869,0,0.83,730.0
5082.61,24,1741.17,823.55,7,16.2,117.65,1.5746,82,105,4259.06,0.3426,0,33.0,703.3
1010.68,24,9462.41,1010.68,18,100.0,81.15,0.6592,317,13,0.0,9.3624,1,70.1,0.0
4812.55,24,8514.76,785.2,5,16.32,157.04,0.1717,208,181,4027.35,1.7693,0,9.06,730.0
1369.44,12,6723.32,550.32,2,40.19,275.16,1.9099,139,85,819.12,4.9095,0,40.78,56.7
1149.2,12,4676.73,1149.2,26,100.0,265.07,3.7779,767,148,0.0,4.0696,1,90.75,0.0
1152.74,3,4176.48,1152.74,4,100.0,413.89,1.3629,833,49,0.0,3.6231,1,72.39,17.1
4924.53,6,6544.64,2570.28,12,52.19,214.19,2.6784,581,166,2354.25,1.329,1,44.52,0.0
4058.14,6,5499.78,3534.86,14,87.11,252.49,2.6437,800,19,523.28,1.3552,1,69.84,0.0
3233.78,12,716.5,343.46,13,10.62,26.42,1.0792,624,86,2890.32,0.2216,0,17.79,709.7
2281.22,3,5173.78,2281.22,28,100.0,216.67,2.6367,817,134,0.0,2.268,1,72.08,12.6
5287.76,6,8083.4,5287.76,22,100.0,330.93,0.9281,841,136,0.0,1.5287,1,69.33,0.0
2476.18,3,4646.47,411.6,15,16.62,27.44,0.5758,496,128,2064.58,1.8765,0,19.23,730.0
4936.28,3,614.37,2631.94,17,53.32,154.82,2.8354,862,153,2304.34,0.1245,1,51.2,0.0
2746.98,3,7884.15,2516.22,21,91.6,119.82,0.5424,160,165,230.76,2.8701,1,73.66,0.0
2386.28,18,2093.5,1124.2,28,47.11,40.15,3.9879,678,37,1262.08,0.8773,1,45.83,0.0
2883.54,24,2660.35,2883.54,21,100.0,250.04,0.8155,215,188,0.0,0.9226,1,65.09,7.9
1947.99,3,1730.59,1072.3,10,55.05,107.23,2.4172,188,43,875.69,0.8884,0,38.71,87.7
4536.13,18,3369.13,753.36,2,16.61,376.68,1.7044,206,85,3782.77,0.7427,0,30.99,172.7
3115.78,12,7591.84,3115.78,21,100.0,427.01,0.5929,744,43,0.0,2.4366,1,63.83,0.0
1546.83,6,5241.92,1546.83,9,100.0,281.88,0.2086,98,73,0.0,3.3888,1,56.32,8.8
5417.53,24,2128.32,4420.98,9,81.61,491.22,2.5287,808,118,996.55,0.3929,1,65.16,0.0
2426.57,6,8790.52,2426.57,29,100.0,236.23,3.2464,443,189,0.0,3.6226,1,77.51,4.9
3352.61,24,8807.86,3352.61,20,100.0,266.42,3.3839,797,121,0.0,2.6272,1,82.28,34.6
5457.54,6,8718.73,5457.54,15,100.0,494.82,1.9826,757,133,0.0,1.5976,1,77.1,24.7
3820.58,24,2464.08,1442.54,11,37.76,131.14,3.1321,192,144,2378.04,0.6449,1,47.36,0.0
878.01,6,4567.27,472.42,1,53.81,472.42,2.7241,218,50,405.59,5.2018,1,50.45,9.9
5651.03,6,9851.4,324.48,8,5.74,40.56,2.9246,502,37,5326.55,1.7433,0,21.41,730.0
3840.71,6,7742.92,3840.71,23,100.0,234.27,2.0211,139,151,0.0,2.016,1,74.22,29.4
2142.45,6,368.96,107.2,2,5.0,53.6,2.5703,674,50,2035.25,0.1722,0,11.11,393.0
1007.78,12,745.53,1007.78,23,100.0,370.03,3.2416,22,9,0.0,0.7398,1,75.22,22.3
4805.35,3,4692.92,4805.35,29,100.0,312.04,1.6517,643,119,0.0,0.9766,1,73.09,0.0
3796.42,9,9101.28,3796.42,24,100.0,359.18,3.2433,880,199,0.0,2.3973,1,84.88,0.0
3294.07,18,5433.15,3294.07,29,100.0,199.75,2.4089,741,148,0.0,1.6494,1,77.26,0.0
5384.58,9,5028.34,2762.9,14,51.31,197.35,0.747,115,69,2621.68,0.9338,0,28.79,507.5
4773.86,9,1144.19,83.5,2,1.75,41.75,0.1963,384,84,4690.36,0.2397,0,3.32,717.7
1079.71,24,6602.12,1079.71,18,100.0,187.97,1.5147,591,56,0.0,6.1147,1,82.23,0.0
